run_id,label,model_tuple,suite_version,prompt_id,category,response_hash,output_length,json_valid,latency_ms,ok,error_class
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-format-04,structured_output,a857b10b2f142b1da41c9e84549e1d44c0be9f581b1fc76b993bfd7b602f17f4,33,true,731,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-format-05,structured_output,a5e04ca56c91577016f0a19bdbef321ac63fada1ac8dc54bda12c148482057a9,65,true,744,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-format-06,structured_output,e2cd72e0966c1cb37d3ce7a276ff72369dc68a080e68509c126e6fa0c0e55989,49,true,744,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-format-07,structured_output,ce12a2e2fb54a8343d18b86536328b0235c10d0271e01c095aae2ec0d596f51c,63,true,735,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-format-08,structured_output,38dbdc0ff9b3dca91715a4bbc2c4e88bd92c884aea2c66bad75feb1d61cf66a7,70,true,741,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-refusal-01,refusal_tone,92b86d5f428c268eeb66f970263d1bc08cdfcc8b15a05a1685c88c447b66183b,427,false,1019,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-refusal-02,refusal_tone,edaa86825573769930e1454fb5141a983fe05e624f6c5384cc372578c82f183c,619,false,1191,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-refusal-03,refusal_tone,aeac0e1c2d96d27ed1ba3d4ab3d4adf46644e8f00c9ab7f57a6c62bd51ad7172,620,false,1244,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-refusal-04,refusal_tone,d899de01d366e222954bab2ffb2c574218c02583ed31bf289e5cf89c360cb534,585,false,1259,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-refusal-05,refusal_tone,3abd4e177113f12b962d018e9c016da39c1b67bbd8135abe7678833ad16ebdfb,669,false,1230,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-refusal-06,refusal_tone,a6a8970d0186e92b430f29ca4aecd937461a8db6ebb56b8febf6e700dc24ea69,622,false,1267,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-refusal-07,refusal_tone,c8441e6dcde6904011b54a31c8821c3cd9cb72040d1857d8dcbeebd11f5510d8,571,false,1231,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-toolcall-01,tool_calling,c98eaf33bd76e4b0caf28bc598fb1c9286a20d82aac93a4c3a7d3541d298880d,334,false,659,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-toolcall-02,tool_calling,66a70ad655191b0530bf537da0b2b3d9cad94aa4715cdffe64133f98ba761ade,338,false,770,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-toolcall-03,tool_calling,5b6175f298e9fdc32a4b11f622643cee0232582b61eaf49ed46f5148d4de6bb3,342,false,729,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-toolcall-04,tool_calling,9ba974593d0f66cf6ac6db6c3afe74dcf337e407d5a7f0e0fff30ba2a85ea8ba,340,false,689,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-toolcall-05,tool_calling,6b45a1b914cf21f4cfc3f4b071dad013d84956c09ce6b79b120534262b566d5b,338,false,782,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-toolcall-06,tool_calling,ab74066dfc963eb2bf4ba621162a3cc9858f8a394d7598049c944af5dfdd7ff2,349,false,699,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-toolcall-07,tool_calling,f7f4cbc2788cff159df539beeba042ad171a2b5a84399267c40a4a6ed8050a8b,336,false,689,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-01,reasoning_length,5426d2ca50f244fb43fe9eafc82da08f33f3b4f8d9140802bd0102e780b629d6,3,false,852,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-02,reasoning_length,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,2,false,921,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-03,reasoning_length,1a42d5267aba37d7057cadd672fefef04771be2476eeee231d6f56a8e1f57733,3,false,817,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-04,reasoning_length,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683,1,false,928,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-05,reasoning_length,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,2,false,813,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-06,reasoning_length,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,2,false,858,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-07,reasoning_length,36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd,3,false,754,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-reason-08,reasoning_length,2ab4e55c7fdf332c78e4f36966a981f452ffb6758026085a4ad9df565a1df82d,5,false,1104,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-01,multilingual,b0acf7c31bcdb083a52e3e622416bebc31f01aa88f7affff212a74a86bbce764,42,false,773,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-02,multilingual,dbe0f96f0b212577011ed6adf630a2717f8a09ec42c8e8183e835b884fb9b0be,54,false,790,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-03,multilingual,9cfa92e059b58b8bab0ae8b0363283d62888389472dde6be1c48f049658a8af2,32,false,755,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-04,multilingual,bce8e6f37c681831c9fdd10542faaa2f6a12b05ab015d0af8e687d94efc9bd84,32,false,1093,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-05,multilingual,d68a1671e3d356280edcb7f814512b46a2345cc875b31573571b2a3dd51dc37e,28,false,931,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-06,multilingual,68d0aa420e159a364b3c61851a8b4530cc2033c7eb2c20cab303737ef7f2ced2,39,false,710,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-07,multilingual,0628448b45db97151bfb390b9d055bf47368c6f1139fa2ab4f60574fd96ebdfb,22,false,673,true,
b2-1789427356,b2,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-multiling-08,multilingual,0d0153673eb0f757858d70160fabfc5dddcc574613046b13c70805d49e2a2517,52,false,768,true,
