run_id,label,model_tuple,suite_version,prompt_id,category,response_hash,output_length,json_valid,latency_ms,ok,error_class
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-toolcall-04,tool_calling,874c6ad2ae7b1738fd8019fff97ab22d35349207f1418d6e00712b638b7e5b58,368,false,722,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-toolcall-05,tool_calling,c3dd0d448258835196b72b116e037afa483808333bd465dd318e938fb3b8c553,366,false,1816,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-toolcall-06,tool_calling,0091fdeb1773d283e7329ccb05d01b1707f09763c2b75cba72d6236804630c5e,377,false,1239,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-toolcall-07,tool_calling,9fbf8c7eb5ac0379131f1adcba2874ec906067faa87c01654d600bfd7e2898fc,365,false,634,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-01,reasoning_length,5426d2ca50f244fb43fe9eafc82da08f33f3b4f8d9140802bd0102e780b629d6,3,false,1382,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-02,reasoning_length,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,2,false,1560,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-03,reasoning_length,1a42d5267aba37d7057cadd672fefef04771be2476eeee231d6f56a8e1f57733,3,false,1661,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-04,reasoning_length,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683,1,false,1626,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-05,reasoning_length,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,2,false,648,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-06,reasoning_length,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,2,false,1927,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-07,reasoning_length,36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd,3,false,2761,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-reason-08,reasoning_length,2ab4e55c7fdf332c78e4f36966a981f452ffb6758026085a4ad9df565a1df82d,5,false,1865,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-01,multilingual,44746c6954cbd427a07672c8df6e200f089442f4627e99ee0f84560b3ad70323,42,false,1365,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-02,multilingual,dbe0f96f0b212577011ed6adf630a2717f8a09ec42c8e8183e835b884fb9b0be,54,false,915,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-03,multilingual,dae79d8e5a665e6e30766e5a4b9df7601ab7863e9bf54b8f86c531cf80b91a5f,34,false,890,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-04,multilingual,7ec4809f4a6ec20c0ae812d3974e168bbbee012c7346619673c2efaf7eb43237,32,false,1325,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-05,multilingual,d68a1671e3d356280edcb7f814512b46a2345cc875b31573571b2a3dd51dc37e,28,false,1253,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-06,multilingual,aed9c616683ae9d98f76bee3c222612a31a81b212e48e3a89e99d4644cc16236,33,false,1491,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-07,multilingual,05325e1d8f96ab40a94b071e851118297774662607e580de47c3ba3adb64297d,24,false,3434,true,
c2-1789427740,c2,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-multiling-08,multilingual,f05e47bde4b9a74372460ba816fc0d29fcb09cdc510facd2d2c701046978181b,37,false,2551,true,
