run_id,label,model_tuple,suite_version,prompt_id,category,response_hash,output_length,json_valid,latency_ms,ok,error_class
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-01,structured_output,a011247e60229188d7d201ebe550d65ed10a0b44f680994131aed3373c6ab96f,85,true,988,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-02,structured_output,090a98c64f57e626216b1d06acea1ec4cd0ac6184f8b4a1cda91bdf3c6c6a9ac,61,true,567,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-03,structured_output,5c41722fd6c9df0066772f04a435bf28c1a1d10695de09a7f1188108f1a2a6e8,53,true,683,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-04,structured_output,a857b10b2f142b1da41c9e84549e1d44c0be9f581b1fc76b993bfd7b602f17f4,33,true,640,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-05,structured_output,a5e04ca56c91577016f0a19bdbef321ac63fada1ac8dc54bda12c148482057a9,65,true,722,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-06,structured_output,e2cd72e0966c1cb37d3ce7a276ff72369dc68a080e68509c126e6fa0c0e55989,49,true,597,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-07,structured_output,ce12a2e2fb54a8343d18b86536328b0235c10d0271e01c095aae2ec0d596f51c,63,true,603,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-08,structured_output,38dbdc0ff9b3dca91715a4bbc2c4e88bd92c884aea2c66bad75feb1d61cf66a7,70,true,705,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-01,refusal_tone,968213a0bfd02ee27646bc6c5ce9868f06c5905ae04366a4329f10e0e9659a15,370,false,969,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-02,refusal_tone,dc5c4d7c72d6b99a735c53b859100d80e229bcd315098614abe84466ba93210e,659,false,1092,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-03,refusal_tone,1f40a24e3f517111450e26f3bad3f4db5af3602b513f458fe1bad62ab4e0f60c,571,false,1118,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-04,refusal_tone,2547be278ad646751724d1eed2157507263d05a256888d48a541a2cc7f3741a1,610,false,1114,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-05,refusal_tone,0b0c65c807cdb15b388cf3d2f44aea4205753e6e1ed27836ead744e28d378f1b,680,false,1249,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-06,refusal_tone,11d915e9d2061a6ee626c15a7e7f64fa4fb66f280245e36cdd3b62835909ebff,612,false,1072,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-07,refusal_tone,ad5718211d435f12182ae9792e653f4c32346245518240091ca8c34f220f960b,584,false,1168,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-01,tool_calling,0bdee1777ed0c2e9acc6839a85d2a9ee661225c9cdefc37536f5a40ea2fc75ae,334,false,617,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-02,tool_calling,5b59f0e226a569be19d9075267f971245f9ca44a2eee02f2c331eee17821bf82,338,false,633,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-03,tool_calling,ca802f73c6ca4b0af501b71e9593dd0d3f5d01ca608155c231d24dbad2005be5,343,false,827,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-04,tool_calling,bf512b7ae2110a244a4e3c6d3838188fc367425aaed6d7d9dc0bb8f3f18c1cf7,340,false,632,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-05,tool_calling,d704e9dab7c587fdc0acb4f19b9cb43fe9198d2f7f616bdf81ba09d2a270af71,338,false,618,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-06,tool_calling,244045524c3d243310ac7f8ac2efdf4bb20c24072808e4d9a2c3d0796c4fa7f9,349,false,610,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-07,tool_calling,b7cbdaca436fb6556d898424813662d5c381996e3565ca1f036ec638172c2174,337,false,619,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-01,reasoning_length,5426d2ca50f244fb43fe9eafc82da08f33f3b4f8d9140802bd0102e780b629d6,3,false,637,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-02,reasoning_length,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,2,false,775,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-03,reasoning_length,1a42d5267aba37d7057cadd672fefef04771be2476eeee231d6f56a8e1f57733,3,false,590,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-04,reasoning_length,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683,1,false,601,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-05,reasoning_length,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,2,false,638,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-06,reasoning_length,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,2,false,1070,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-07,reasoning_length,36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd,3,false,615,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-08,reasoning_length,2ab4e55c7fdf332c78e4f36966a981f452ffb6758026085a4ad9df565a1df82d,5,false,697,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-01,multilingual,,,,,false,ProviderError:503
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-02,multilingual,86513118214624104789b8df149fa46c39fc01856a13173e19f69942908fb075,53,false,698,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-03,multilingual,7cd9a18de9df93002c8dfb766e2f790d4de6f0282da0790841a3490320b6650a,32,false,686,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-04,multilingual,a96282ced09f08b2c520eeff2cab98a972ee7ea2923fcc3183ab3e1ad4fa07ba,35,false,778,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-05,multilingual,d68a1671e3d356280edcb7f814512b46a2345cc875b31573571b2a3dd51dc37e,28,false,627,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-06,multilingual,68d0aa420e159a364b3c61851a8b4530cc2033c7eb2c20cab303737ef7f2ced2,39,false,688,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-07,multilingual,0628448b45db97151bfb390b9d055bf47368c6f1139fa2ab4f60574fd96ebdfb,22,false,777,true,
a2-1789426470,a2,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-08,multilingual,0d0153673eb0f757858d70160fabfc5dddcc574613046b13c70805d49e2a2517,52,false,833,true,
